Časovna Značka (CEST/CET);Poraba [kWh];Dinamične Cene [EUR/kWh]
2024-08-03T14:45:00+02:00;2,1845;0,00474
2024-08-03T15:00:00+02:00;2,5805;0,01777
2024-08-03T15:15:00+02:00;2,3392;0,01777
2024-08-03T15:30:00+02:00;2,1035;0,01777
2024-08-03T15:45:00+02:00;2,402;0,01777
2024-08-03T16:00:00+02:00;2,3118;0,04213
2024-08-03T16:15:00+02:00;2,2215;0,04213
2024-08-03T16:30:00+02:00;2,474;0,04213
2024-08-03T16:45:00+02:00;2,0437;0,04213
2024-08-03T17:00:00+02:00;2,4448;0,08021
2024-08-03T17:15:00+02:00;2,0735;0,08021
2024-08-03T17:30:00+02:00;2,421;0,08021
2024-08-03T17:45:00+02:00;2,3828;0,08021
2024-08-03T18:00:00+02:00;2,3818;0,11026
2024-08-03T18:15:00+02:00;2,3589;0,11026
2024-08-03T18:30:00+02:00;2,2649;0,11026
2024-08-03T18:45:00+02:00;2,2234;0,11026
2024-08-03T19:00:00+02:00;2,0317;0,12819
2024-08-03T19:15:00+02:00;2,1717;0,12819
2024-08-03T19:30:00+02:00;2,1151;0,12819
2024-08-03T19:45:00+02:00;2,4635;0,12819
2024-08-03T20:00:00+02:00;2,1083;0,16801
2024-08-03T20:15:00+02:00;2,2319;0,16801
2024-08-03T20:30:00+02:00;2,366;0,16801
2024-08-03T20:45:00+02:00;2,1015;0,16801
2024-08-03T21:00:00+02:00;2,428;0,13244
2024-08-03T21:15:00+02:00;1,9387;0,13244
2024-08-03T21:30:00+02:00;2,2334;0,13244
2024-08-03T21:45:00+02:00;1,9211;0,13244
2024-08-03T22:00:00+02:00;2,3582;0,11435
2024-08-03T22:15:00+02:00;2,1332;0,11435
2024-08-03T22:30:00+02:00;2,198;0,11435
2024-08-03T22:45:00+02:00;2,3697;0,11435
2024-08-03T23:00:00+02:00;2,3525;0,09894
2024-08-03T23:15:00+02:00;2,4121;0,09894
2024-08-03T23:30:00+02:00;2,2362;0,09894
2024-08-03T23:45:00+02:00;2,5786;0,09894
2024-08-04T00:00:00+02:00;2,2397;0,09693
2024-08-04T00:15:00+02:00;2,6447;0,09693
2024-08-04T00:30:00+02:00;2,2551;0,09693
2024-08-04T00:45:00+02:00;2,3729;0,09693
2024-08-04T01:00:00+02:00;2,4909;0,08917
2024-08-04T01:15:00+02:00;2,4861;0,08917
2024-08-04T01:30:00+02:00;2,6451;0,08917
2024-08-04T01:45:00+02:00;2,3268;0,08917
2024-08-04T02:00:00+02:00;2,7414;0,08481
2024-08-04T02:15:00+02:00;2,4685;0,08481
2024-08-04T02:30:00+02:00;2,5547;0,08481
2024-08-04T02:45:00+02:00;2,6398;0,08481
2024-08-04T03:00:00+02:00;2,5276;0,07761
2024-08-04T03:15:00+02:00;2,8252;0,07761
2024-08-04T03:30:00+02:00;2,441;0,07761
2024-08-04T03:45:00+02:00;2,8889;0,07761
2024-08-04T04:00:00+02:00;2,2615;0,07486
2024-08-04T04:15:00+02:00;2,5505;0,07486
2024-08-04T04:30:00+02:00;2,6513;0,07486
2024-08-04T04:45:00+02:00;2,4355;0,07486
2024-08-04T05:00:00+02:00;2,8309;0,07018
2024-08-04T05:15:00+02:00;2,4683;0,07018
2024-08-04T05:30:00+02:00;2,858;0,07018
2024-08-04T05:45:00+02:00;2,4672;0,07018
2024-08-04T06:00:00+02:00;2,9579;0,06578
2024-08-04T06:15:00+02:00;2,5747;0,06578
2024-08-04T06:30:00+02:00;2,8215;0,06578
2024-08-04T06:45:00+02:00;2,6343;0,06578
2024-08-04T07:00:00+02:00;2,7858;0,06307
2024-08-04T07:15:00+02:00;2,7716;0,06307
2024-08-04T07:30:00+02:00;2,5674;0,06307
2024-08-04T07:45:00+02:00;2,8885;0,06307
2024-08-04T08:00:00+02:00;2,4313;0,06486
2024-08-04T08:15:00+02:00;2,5842;0,06486
2024-08-04T08:30:00+02:00;2,624;0,06486
2024-08-04T08:45:00+02:00;2,4204;0,06486
2024-08-04T09:00:00+02:00;2,7439;0,02885
2024-08-04T09:15:00+02:00;2,2685;0,02885
2024-08-04T09:30:00+02:00;2,734;0,02885
2024-08-04T09:45:00+02:00;2,3733;0,02885
2024-08-04T10:00:00+02:00;2,1782;0,00805
2024-08-04T10:15:00+02:00;2,3267;0,00805
2024-08-04T10:30:00+02:00;2,4083;0,00805
2024-08-04T10:45:00+02:00;2,3078;0,00805
2024-08-04T11:00:00+02:00;2,4451;0,00205
2024-08-04T11:15:00+02:00;2,2895;0,00205
2024-08-04T11:30:00+02:00;2,4951;0,00205
2024-08-04T11:45:00+02:00;2,0983;0,00205
2024-08-04T12:00:00+02:00;2,7097;0,00006
2024-08-04T12:15:00+02:00;2,4046;0,00006
2024-08-04T12:30:00+02:00;3,1651;0,00006
2024-08-04T12:45:00+02:00;5,8043;0,00006
2024-08-04T13:00:00+02:00;7,6667;-0,00005
2024-08-04T13:15:00+02:00;9,3294;-0,00005
2024-08-04T13:30:00+02:00;7,7654;-0,00005
2024-08-04T13:45:00+02:00;5,9205;-0,00005
2024-08-04T14:00:00+02:00;4,9432;-0,00216
2024-08-04T14:15:00+02:00;4,5073;-0,00216
2024-08-04T14:30:00+02:00;4,3101;-0,00216
2024-08-04T14:45:00+02:00;5,226;-0,00216
2024-08-04T15:00:00+02:00;7,0849;0,00001
2024-08-04T15:15:00+02:00;5,6597;0,00001
2024-08-04T15:30:00+02:00;5,9889;0,00001
2024-08-04T15:45:00+02:00;5,1991;0,00001
2024-08-04T16:00:00+02:00;5,2237;0,00197
2024-08-04T16:15:00+02:00;5,6416;0,00197
2024-08-04T16:30:00+02:00;5,4389;0,00197
2024-08-04T16:45:00+02:00;5,3834;0,00197
2024-08-04T17:00:00+02:00;5,2368;0,04347
2024-08-04T17:15:00+02:00;5,0797;0,04347
2024-08-04T17:30:00+02:00;4,6714;0,04347
2024-08-04T17:45:00+02:00;4,9948;0,04347
2024-08-04T18:00:00+02:00;4,8396;0,08676
2024-08-04T18:15:00+02:00;4,0817;0,08676
2024-08-04T18:30:00+02:00;4,8961;0,08676
2024-08-04T18:45:00+02:00;4,2602;0,08676
2024-08-04T19:00:00+02:00;4,5325;0,12229
2024-08-04T19:15:00+02:00;4,6548;0,12229
2024-08-04T19:30:00+02:00;4,4161;0,12229
2024-08-04T19:45:00+02:00;4,4144;0,12229
2024-08-04T20:00:00+02:00;4,4228;0,15039
2024-08-04T20:15:00+02:00;4,1941;0,15039
2024-08-04T20:30:00+02:00;4,3888;0,15039
2024-08-04T20:45:00+02:00;3,9891;0,15039
2024-08-04T21:00:00+02:00;4,2749;0,13843
2024-08-04T21:15:00+02:00;4,1273;0,13843
2024-08-04T21:30:00+02:00;4,1808;0,13843
2024-08-04T21:45:00+02:00;3,7959;0,13843
2024-08-04T22:00:00+02:00;3,8593;0,11795
2024-08-04T22:15:00+02:00;3,648;0,11795
2024-08-04T22:30:00+02:00;4,1384;0,11795
2024-08-04T22:45:00+02:00;3,8517;0,11795
2024-08-04T23:00:00+02:00;4,1003;0,09917
2024-08-04T23:15:00+02:00;3,7784;0,09917
2024-08-04T23:30:00+02:00;3,8181;0,09917
2024-08-04T23:45:00+02:00;3,4619;0,09917
2024-08-05T00:00:00+02:00;3,7717;0,08991
2024-08-05T00:15:00+02:00;3,4259;0,08991
2024-08-05T00:30:00+02:00;3,8457;0,08991
2024-08-05T00:45:00+02:00;3,4226;0,08991
2024-08-05T01:00:00+02:00;3,5433;0,0747
2024-08-05T01:15:00+02:00;3,5187;0,0747
2024-08-05T01:30:00+02:00;3,4242;0,0747
2024-08-05T01:45:00+02:00;3,7319;0,0747
2024-08-05T02:00:00+02:00;3,3496;0,07362
2024-08-05T02:15:00+02:00;3,9017;0,07362
2024-08-05T02:30:00+02:00;3,6771;0,07362
2024-08-05T02:45:00+02:00;3,8172;0,07362
2024-08-05T03:00:00+02:00;3,9209;0,07379
2024-08-05T03:15:00+02:00;3,8998;0,07379
2024-08-05T03:30:00+02:00;4,0017;0,07379
2024-08-05T03:45:00+02:00;3,7504;0,07379
2024-08-05T04:00:00+02:00;4,0988;0,07305
2024-08-05T04:15:00+02:00;3,5904;0,07305
2024-08-05T04:30:00+02:00;4,1267;0,07305
2024-08-05T04:45:00+02:00;3,4976;0,07305
2024-08-05T05:00:00+02:00;3,8399;0,09117
2024-08-05T05:15:00+02:00;3,4855;0,09117
2024-08-05T05:30:00+02:00;3,9632;0,09117
2024-08-05T05:45:00+02:00;3,6735;0,09117
2024-08-05T06:00:00+02:00;3,9306;0,1089
2024-08-05T06:15:00+02:00;3,7509;0,1089
2024-08-05T06:30:00+02:00;3,7602;0,1089
2024-08-05T06:45:00+02:00;3,9245;0,1089
2024-08-05T07:00:00+02:00;3,6001;0,118
2024-08-05T07:15:00+02:00;3,6573;0,118
2024-08-05T07:30:00+02:00;3,6503;0,118
2024-08-05T07:45:00+02:00;3,638;0,118
2024-08-05T08:00:00+02:00;3,6156;0,11286
2024-08-05T08:15:00+02:00;3,5446;0,11286
2024-08-05T08:30:00+02:00;3,7029;0,11286
2024-08-05T08:45:00+02:00;3,4114;0,11286
2024-08-05T09:00:00+02:00;3,6391;0,10181
2024-08-05T09:15:00+02:00;3,7037;0,10181
2024-08-05T09:30:00+02:00;3,5935;0,10181
2024-08-05T09:45:00+02:00;3,7034;0,10181
2024-08-05T10:00:00+02:00;3,1173;0,08533
2024-08-05T10:15:00+02:00;3,2069;0,08533
2024-08-05T10:30:00+02:00;3,0697;0,08533
2024-08-05T10:45:00+02:00;2,5273;0,08533
2024-08-05T11:00:00+02:00;3,357;0,09124
2024-08-05T11:15:00+02:00;3,0968;0,09124
2024-08-05T11:30:00+02:00;3,1811;0,09124
2024-08-05T11:45:00+02:00;3,3976;0,09124
2024-08-05T12:00:00+02:00;2,6071;0,11531
2024-08-05T12:15:00+02:00;3,4752;0,11531
2024-08-05T12:30:00+02:00;3,2384;0,11531
2024-08-05T12:45:00+02:00;3,559;0,11531
2024-08-05T13:00:00+02:00;3,3254;0,11038
2024-08-05T13:15:00+02:00;3,6905;0,11038
2024-08-05T13:30:00+02:00;2,9739;0,11038
2024-08-05T13:45:00+02:00;3,5224;0,11038
2024-08-05T14:00:00+02:00;3,6926;0,12693
2024-08-05T14:15:00+02:00;3,5976;0,12693
2024-08-05T14:30:00+02:00;3,8847;0,12693
2024-08-05T14:45:00+02:00;4,0312;0,12693
2024-08-05T15:00:00+02:00;3,8391;0,13848
2024-08-05T15:15:00+02:00;3,9236;0,13848
2024-08-05T15:30:00+02:00;3,8725;0,13848
2024-08-05T15:45:00+02:00;3,7197;0,13848
2024-08-05T16:00:00+02:00;3,4541;0,13626
2024-08-05T16:15:00+02:00;2,8455;0,13626
2024-08-05T16:30:00+02:00;2,955;0,13626
2024-08-05T16:45:00+02:00;3,0731;0,13626
2024-08-05T17:00:00+02:00;2,922;0,14028
2024-08-05T17:15:00+02:00;2,5413;0,14028
2024-08-05T17:30:00+02:00;3,0996;0,14028
2024-08-05T17:45:00+02:00;2,9561;0,14028
2024-08-05T18:00:00+02:00;2,9991;0,13812
2024-08-05T18:15:00+02:00;3,1031;0,13812
2024-08-05T18:30:00+02:00;2,7501;0,13812
2024-08-05T18:45:00+02:00;3,074;0,13812
2024-08-05T19:00:00+02:00;2,728;0,25565
2024-08-05T19:15:00+02:00;3,0321;0,25565
2024-08-05T19:30:00+02:00;2,7068;0,25565
2024-08-05T19:45:00+02:00;2,5774;0,25565
2024-08-05T20:00:00+02:00;2,6995;0,36967
2024-08-05T20:15:00+02:00;2,7152;0,36967
2024-08-05T20:30:00+02:00;2,3591;0,36967
2024-08-05T20:45:00+02:00;2,5017;0,36967
2024-08-05T21:00:00+02:00;2,4046;0,27295
2024-08-05T21:15:00+02:00;2,4372;0,27295
2024-08-05T21:30:00+02:00;2,3336;0,27295
2024-08-05T21:45:00+02:00;2,4056;0,27295
2024-08-05T22:00:00+02:00;2,7628;0,18608
2024-08-05T22:15:00+02:00;2,2868;0,18608
2024-08-05T22:30:00+02:00;2,7069;0,18608
2024-08-05T22:45:00+02:00;2,4633;0,18608
2024-08-05T23:00:00+02:00;2,5441;0,12816
2024-08-05T23:15:00+02:00;2,6728;0,12816
2024-08-05T23:30:00+02:00;2,4519;0,12816
2024-08-05T23:45:00+02:00;2,9523;0,12816
2024-08-06T00:00:00+02:00;2,4843;0,10273
2024-08-06T00:15:00+02:00;2,7064;0,10273
2024-08-06T00:30:00+02:00;2,6486;0,10273
2024-08-06T00:45:00+02:00;2,5217;0,10273
2024-08-06T01:00:00+02:00;2,7672;0,09513
2024-08-06T01:15:00+02:00;2,3985;0,09513
2024-08-06T01:30:00+02:00;2,7834;0,09513
2024-08-06T01:45:00+02:00;2,3934;0,09513
2024-08-06T02:00:00+02:00;2,9884;0,08882
2024-08-06T02:15:00+02:00;2,4544;0,08882
2024-08-06T02:30:00+02:00;2,933;0,08882
2024-08-06T02:45:00+02:00;2,7518;0,08882
2024-08-06T03:00:00+02:00;2,9516;0,08479
2024-08-06T03:15:00+02:00;2,9604;0,08479
2024-08-06T03:30:00+02:00;2,7301;0,08479
2024-08-06T03:45:00+02:00;3,1459;0,08479
2024-08-06T04:00:00+02:00;2,7672;0,08528
2024-08-06T04:15:00+02:00;2,9609;0,08528
2024-08-06T04:30:00+02:00;2,9057;0,08528
2024-08-06T04:45:00+02:00;2,5857;0,08528
2024-08-06T05:00:00+02:00;2,8988;0,09529
2024-08-06T05:15:00+02:00;2,4841;0,09529
2024-08-06T05:30:00+02:00;3,0675;0,09529
2024-08-06T05:45:00+02:00;2,6452;0,09529
2024-08-06T06:00:00+02:00;3,1889;0,12309
2024-08-06T06:15:00+02:00;2,5408;0,12309
2024-08-06T06:30:00+02:00;3,2133;0,12309
2024-08-06T06:45:00+02:00;2,7228;0,12309
2024-08-06T07:00:00+02:00;2,9606;0,12582
2024-08-06T07:15:00+02:00;2,7703;0,12582
2024-08-06T07:30:00+02:00;2,5343;0,12582
2024-08-06T07:45:00+02:00;2,7571;0,12582
2024-08-06T08:00:00+02:00;2,5828;0,08631
2024-08-06T08:15:00+02:00;2,3302;0,08631
2024-08-06T08:30:00+02:00;1,9661;0,08631
2024-08-06T08:45:00+02:00;2,3748;0,08631
2024-08-06T09:00:00+02:00;2,6208;0,07574
