Časovna Značka (CEST/CET);Poraba [kWh];Dinamične Cene [EUR/kWh]
2024-07-04T03:15:00+02:00;7,0555;0,04671
2024-07-04T03:30:00+02:00;6,2595;0,04671
2024-07-04T03:45:00+02:00;6,4545;0,04671
2024-07-04T04:00:00+02:00;7,3785;0,04748
2024-07-04T04:15:00+02:00;6,487;0,04748
2024-07-04T04:30:00+02:00;6,1675;0,04748
2024-07-04T04:45:00+02:00;5,9735;0,04748
2024-07-04T05:00:00+02:00;7,674;0,05013
2024-07-04T05:15:00+02:00;5,6575;0,05013
2024-07-04T05:30:00+02:00;5,5485;0,05013
2024-07-04T05:45:00+02:00;6,5805;0,05013
2024-07-04T06:00:00+02:00;8,1425;0,06377
2024-07-04T06:15:00+02:00;6,729;0,06377
2024-07-04T06:30:00+02:00;6,7155;0,06377
2024-07-04T06:45:00+02:00;9,273;0,06377
2024-07-04T07:00:00+02:00;8,1735;0,07427
2024-07-04T07:15:00+02:00;9,0925;0,07427
2024-07-04T07:30:00+02:00;9,213;0,07427
2024-07-04T07:45:00+02:00;9,208;0,07427
2024-07-04T08:00:00+02:00;9,2475;0,05772
2024-07-04T08:15:00+02:00;10,0995;0,05772
2024-07-04T08:30:00+02:00;10,9835;0,05772
2024-07-04T08:45:00+02:00;10,9185;0,05772
2024-07-04T09:00:00+02:00;10,926;0,04449
2024-07-04T09:15:00+02:00;10,1685;0,04449
2024-07-04T09:30:00+02:00;15,074;0,04449
2024-07-04T09:45:00+02:00;14,882;0,04449
2024-07-04T10:00:00+02:00;14,707;0,03036
2024-07-04T10:15:00+02:00;12,186;0,03036
2024-07-04T10:30:00+02:00;10,854;0,03036
2024-07-04T10:45:00+02:00;10,887;0,03036
2024-07-04T11:00:00+02:00;11,8405;0,02433
2024-07-04T11:15:00+02:00;14,3145;0,02433
2024-07-04T11:30:00+02:00;12,0755;0,02433
2024-07-04T11:45:00+02:00;11,826;0,02433
2024-07-04T12:00:00+02:00;11,619;0,03687
2024-07-04T12:15:00+02:00;10,5525;0,03687
2024-07-04T12:30:00+02:00;9,8635;0,03687
2024-07-04T12:45:00+02:00;10,7955;0,03687
2024-07-04T13:00:00+02:00;10,497;0,02221
2024-07-04T13:15:00+02:00;10,0515;0,02221
2024-07-04T13:30:00+02:00;8,827;0,02221
2024-07-04T13:45:00+02:00;8,1975;0,02221
2024-07-04T14:00:00+02:00;7,8035;0,03152
2024-07-04T14:15:00+02:00;6,9465;0,03152
2024-07-04T14:30:00+02:00;7,086;0,03152
2024-07-04T14:45:00+02:00;8,602;0,03152
2024-07-04T15:00:00+02:00;7,2535;0,05907
2024-07-04T15:15:00+02:00;6,6765;0,05907
2024-07-04T15:30:00+02:00;8,2925;0,05907
2024-07-04T15:45:00+02:00;6,741;0,05907
2024-07-04T16:00:00+02:00;7,034;0,09265
2024-07-04T16:15:00+02:00;8,8;0,09265
2024-07-04T16:30:00+02:00;7,011;0,09265
2024-07-04T16:45:00+02:00;6,9445;0,09265
2024-07-04T17:00:00+02:00;6,483;0,10014
2024-07-04T17:15:00+02:00;6,784;0,10014
2024-07-04T17:30:00+02:00;8,804;0,10014
2024-07-04T17:45:00+02:00;6,619;0,10014
2024-07-04T18:00:00+02:00;7,2515;0,07923
2024-07-04T18:15:00+02:00;8,1095;0,07923
2024-07-04T18:30:00+02:00;6,9775;0,07923
2024-07-04T18:45:00+02:00;9,015;0,07923
2024-07-04T19:00:00+02:00;7,1445;0,09725
2024-07-04T19:15:00+02:00;8,4225;0,09725
2024-07-04T19:30:00+02:00;8,021;0,09725
2024-07-04T19:45:00+02:00;6,8045;0,09725
2024-07-04T20:00:00+02:00;8,7605;0,14716
2024-07-04T20:15:00+02:00;6,544;0,14716
2024-07-04T20:30:00+02:00;6,976;0,14716
2024-07-04T20:45:00+02:00;7,319;0,14716
2024-07-04T21:00:00+02:00;6,27;0,11385
2024-07-04T21:15:00+02:00;6,333;0,11385
2024-07-04T21:30:00+02:00;6,7195;0,11385
2024-07-04T21:45:00+02:00;6,4405;0,11385
2024-07-04T22:00:00+02:00;5,797;0,09416
2024-07-04T22:15:00+02:00;5,96;0,09416
2024-07-04T22:30:00+02:00;6,6275;0,09416
2024-07-04T22:45:00+02:00;5,943;0,09416
2024-07-04T23:00:00+02:00;5,859;0,07276
2024-07-04T23:15:00+02:00;6,0345;0,07276
2024-07-04T23:30:00+02:00;5,855;0,07276
2024-07-04T23:45:00+02:00;5,5215;0,07276
2024-07-05T00:00:00+02:00;5,7301;0,04957
2024-07-05T00:15:00+02:00;5,5711;0,04957
2024-07-05T00:30:00+02:00;5,6621;0,04957
2024-07-05T00:45:00+02:00;5,3991;0,04957
2024-07-05T01:00:00+02:00;5,7821;0,03652
2024-07-05T01:15:00+02:00;5,5931;0,03652
2024-07-05T01:30:00+02:00;5,8581;0,03652
2024-07-05T01:45:00+02:00;5,7661;0,03652
2024-07-05T02:00:00+02:00;5,9951;0,03513
2024-07-05T02:15:00+02:00;6,1061;0,03513
2024-07-05T02:30:00+02:00;6,0261;0,03513
2024-07-05T02:45:00+02:00;5,6386;0,03513
2024-07-05T03:00:00+02:00;5,7551;0,03545
2024-07-05T03:15:00+02:00;5,8226;0,03545
2024-07-05T03:30:00+02:00;5,7856;0,03545
2024-07-05T03:45:00+02:00;5,9886;0,03545
2024-07-05T04:00:00+02:00;5,7456;0,03298
2024-07-05T04:15:00+02:00;5,9081;0,03298
2024-07-05T04:30:00+02:00;5,5056;0,03298
2024-07-05T04:45:00+02:00;5,8316;0,03298
2024-07-05T05:00:00+02:00;6,3291;0,03457
2024-07-05T05:15:00+02:00;5,8521;0,03457
2024-07-05T05:30:00+02:00;5,2361;0,03457
2024-07-05T05:45:00+02:00;5,9511;0,03457
2024-07-05T06:00:00+02:00;7,0901;0,05189
2024-07-05T06:15:00+02:00;7,0421;0,05189
2024-07-05T06:30:00+02:00;6,6036;0,05189
2024-07-05T06:45:00+02:00;7,6606;0,05189
2024-07-05T07:00:00+02:00;8,4566;0,07443
2024-07-05T07:15:00+02:00;7,6041;0,07443
2024-07-05T07:30:00+02:00;7,3596;0,07443
2024-07-05T07:45:00+02:00;7,7086;0,07443
2024-07-05T08:00:00+02:00;7,8831;0,05404
2024-07-05T08:15:00+02:00;8,0181;0,05404
2024-07-05T08:30:00+02:00;7,8811;0,05404
2024-07-05T08:45:00+02:00;9,0881;0,05404
2024-07-05T09:00:00+02:00;11,3061;0,01864
2024-07-05T09:15:00+02:00;10,3621;0,01864
2024-07-05T09:30:00+02:00;10,8861;0,01864
2024-07-05T09:45:00+02:00;10,2166;0,01864
2024-07-05T10:00:00+02:00;11,5856;0,0036
2024-07-05T10:15:00+02:00;10,3826;0,0036
2024-07-05T10:30:00+02:00;10,5266;0,0036
2024-07-05T10:45:00+02:00;12,6756;0,0036
2024-07-05T11:00:00+02:00;13,8906;0,00201
2024-07-05T11:15:00+02:00;14,5331;0,00201
2024-07-05T11:30:00+02:00;13,9496;0,00201
2024-07-05T11:45:00+02:00;13,5036;0,00201
2024-07-05T12:00:00+02:00;13,0141;0,00959
2024-07-05T12:15:00+02:00;15,0691;0,00959
2024-07-05T12:30:00+02:00;12,4096;0,00959
2024-07-05T12:45:00+02:00;13,4151;0,00959
2024-07-05T13:00:00+02:00;16,2041;0,0059
2024-07-05T13:15:00+02:00;13,5641;0,0059
2024-07-05T13:30:00+02:00;13,9351;0,0059
2024-07-05T13:45:00+02:00;15,6776;0,0059
2024-07-05T14:00:00+02:00;12,9181;0,00657
2024-07-05T14:15:00+02:00;12,0226;0,00657
2024-07-05T14:30:00+02:00;13,0831;0,00657
2024-07-05T14:45:00+02:00;8,9906;0,00657
2024-07-05T15:00:00+02:00;8,9731;0,01055
2024-07-05T15:15:00+02:00;10,7956;0,01055
2024-07-05T15:30:00+02:00;8,5136;0,01055
2024-07-05T15:45:00+02:00;8,2536;0,01055
2024-07-05T16:00:00+02:00;10,9496;0,01205
2024-07-05T16:15:00+02:00;7,5751;0,01205
2024-07-05T16:30:00+02:00;8,4331;0,01205
2024-07-05T16:45:00+02:00;7,1831;0,01205
2024-07-05T17:00:00+02:00;7,7016;0,02386
2024-07-05T17:15:00+02:00;7,4641;0,02386
2024-07-05T17:30:00+02:00;6,7606;0,02386
2024-07-05T17:45:00+02:00;7,8526;0,02386
2024-07-05T18:00:00+02:00;6,0031;0,06577
2024-07-05T18:15:00+02:00;8,5056;0,06577
2024-07-05T18:30:00+02:00;6,2046;0,06577
2024-07-05T18:45:00+02:00;7,7271;0,06577
2024-07-05T19:00:00+02:00;6,4606;0,122
2024-07-05T19:15:00+02:00;7,1991;0,122
2024-07-05T19:30:00+02:00;6,9166;0,122
2024-07-05T19:45:00+02:00;6,4061;0,122
2024-07-05T20:00:00+02:00;7,5551;0,17827
2024-07-05T20:15:00+02:00;5,9316;0,17827
2024-07-05T20:30:00+02:00;8,1556;0,17827
2024-07-05T20:45:00+02:00;5,8901;0,17827
2024-07-05T21:00:00+02:00;7,2171;0,17025
2024-07-05T21:15:00+02:00;6,8511;0,17025
2024-07-05T21:30:00+02:00;7,3556;0,17025
2024-07-05T21:45:00+02:00;7,6531;0,17025
2024-07-05T22:00:00+02:00;5,6871;0,10633
2024-07-05T22:15:00+02:00;6,3176;0,10633
2024-07-05T22:30:00+02:00;7,5146;0,10633
2024-07-05T22:45:00+02:00;6,0646;0,10633
2024-07-05T23:00:00+02:00;5,8271;0,10065
2024-07-05T23:15:00+02:00;7,0141;0,10065
2024-07-05T23:30:00+02:00;5,6976;0,10065
2024-07-05T23:45:00+02:00;5,7791;0,10065
2024-07-06T00:00:00+02:00;6,6802;0,1
2024-07-06T00:15:00+02:00;5,4087;0,1
2024-07-06T00:30:00+02:00;5,2417;0,1
2024-07-06T00:45:00+02:00;6,0857;0,1
2024-07-06T01:00:00+02:00;5,9737;0,06644
2024-07-06T01:15:00+02:00;4,9537;0,06644
2024-07-06T01:30:00+02:00;5,5492;0,06644
2024-07-06T01:45:00+02:00;6,6217;0,06644
2024-07-06T02:00:00+02:00;5,8892;0,06199
2024-07-06T02:15:00+02:00;5,2062;0,06199
2024-07-06T02:30:00+02:00;5,3192;0,06199
2024-07-06T02:45:00+02:00;5,5302;0,06199
2024-07-06T03:00:00+02:00;5,4567;0,04665
2024-07-06T03:15:00+02:00;5,2367;0,04665
2024-07-06T03:30:00+02:00;5,5277;0,04665
2024-07-06T03:45:00+02:00;5,5432;0,04665
2024-07-06T04:00:00+02:00;5,3972;0,03965
2024-07-06T04:15:00+02:00;5,2742;0,03965
2024-07-06T04:30:00+02:00;5,3152;0,03965
2024-07-06T04:45:00+02:00;5,4547;0,03965
2024-07-06T05:00:00+02:00;4,9457;0,03093
2024-07-06T05:15:00+02:00;5,7107;0,03093
2024-07-06T05:30:00+02:00;4,9757;0,03093
2024-07-06T05:45:00+02:00;4,3772;0,03093
2024-07-06T06:00:00+02:00;4,3227;0,01604
2024-07-06T06:15:00+02:00;4,4847;0,01604
2024-07-06T06:30:00+02:00;4,8377;0,01604
2024-07-06T06:45:00+02:00;4,7847;0,01604
2024-07-06T07:00:00+02:00;4,3822;0,00545
2024-07-06T07:15:00+02:00;4,5362;0,00545
2024-07-06T07:30:00+02:00;4,4917;0,00545
2024-07-06T07:45:00+02:00;4,2227;0,00545
2024-07-06T08:00:00+02:00;4,6417;0,00343
2024-07-06T08:15:00+02:00;4,7287;0,00343
2024-07-06T08:30:00+02:00;4,5947;0,00343
2024-07-06T08:45:00+02:00;4,4772;0,00343
2024-07-06T09:00:00+02:00;4,8132;0,00001
2024-07-06T09:15:00+02:00;5,0247;0,00001
2024-07-06T09:30:00+02:00;4,7257;0,00001
